accident_id,latitude,longitude,state,zone_name,hour,,light_condition,speed_limit,vehicles_involved,injuries_count,fatalities_count,accident_severity,random_noise_column,weather_dust,weather_fog,weather_hail,weather_overcast,weather_rain,traffic_density_low,traffic_density_medium,road_type_rural road,road_type_state highway,road_type_urban road,cluster,dbscan_cluster,level,Date,Time
a012262,22.327696,73.186829,gujarat,vadodara,22,,darkness - lights lit,60,2,0,0,medium,-0.80337602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,06-03-2020,Evening
a012263,17.350071,78.471494,telangana,hyderabad,17,,daylight,30,1,0,0,low,-0.137991088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,03-04-2017,Night
a012264,19.638219,83.098183,various,rural area,5,,darkness - lights lit,40,1,1,0,low,0.037620233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,22-03-2017,Morning
a012265,26.897027,75.800837,rajasthan,jaipur,12,,daylight,60,2,2,0,low,-0.918898004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,07-03-2018,Morning
a012266,19.19508,73.013843,maharashtra,thane,18,,darkness - lights lit,60,2,2,0,medium,-0.21800383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,13-10-2017,Afternoon
a012267,17.990428,84.565777,tamil nadu,patna-coimbatore corridor,19,,darkness - lights lit,40,1,0,0,low,-0.6866408,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Low,22-04-2021,Morning
a012268,25.392928,89.852096,various,rural area,0,,darkness - lights lit,30,3,2,0,low,0.56132984,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,-1,High,06-03-2018,Evening
a012269,12.921659,77.563806,karnataka,bengaluru,20,,darkness - lights lit,30,5,0,0,low,-0.43314153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,21-06-2024,Morning
a012270,28.24864,76.468412,delhi,ahmedabad-delhi corridor,20,,darkness - lights lit,40,2,4,0,medium,1.7009956065557212,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,High,29-04-2022,Evening
a012271,26.448448,73.631857,punjab,ludhiana-thane corridor,18,,darkness - lights lit,120,3,1,0,medium,-0.839877703,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,02-07-2023,Night
a012272,24.782101,70.394577,various,rural area,7,,daylight,40,1,3,0,medium,-0.483674958,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,25-09-2025,Evening
a012273,29.840257,75.208094,various,rural area,3,,darkness - lights lit,100,1,4,0,medium,0.6159509676321496,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,High,12-04-2018,Morning
a012274,21.121537,79.05227,maharashtra,nagpur,10,,daylight,80,2,0,0,medium,-1.969233784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,08-09-2023,Morning
a012275,17.70801,79.750197,various,rural area,21,,darkness - lights lit,120,1,1,0,high,1.1702143899787936,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,Low,09-02-2022,Night
a012276,24.940915,80.889385,delhi,delhi-visakhapatnam corridor,18,,darkness - lights lit,100,2,8,1,high,-0.9093685,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,19-04-2017,Night
a012277,15.353821,75.071594,various,rural area,21,,darkness - lights lit,100,4,6,0,high,1.147811125278604,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,Low,16-05-2025,Evening
a012278,30.878398,75.79878,punjab,ludhiana,10,,daylight,80,4,5,1,high,0.3548008235883385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,15-03-2016,Evening
a012279,23.257724,77.443205,madhya pradesh,bhopal,21,,darkness - lights lit,30,5,2,0,low,-0.547676243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,02-03-2024,Morning
a012280,22.588038,88.39563,west bengal,kolkata,21,,darkness - lights lit,50,3,1,0,medium,0.788926311,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,04-05-2021,Night
a012281,26.933306,75.782943,rajasthan,jaipur,13,,daylight,60,1,3,0,medium,0.981489782,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,17-06-2020,Afternoon
a012282,10.439623065903746,79.97450805934903,gujarat,surat,4,,darkness - lights lit,60,3,2,0,low,1.5868182279405545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,23-07-2021,Night
a012283,25.613542,85.178406,bihar,patna,5,,darkness - lights lit,80,1,2,0,high,0.6993912281176347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,11-08-2025,Evening
a012284,17.715285,83.173791,andhra pradesh,visakhapatnam,14,,daylight,120,1,2,0,high,1.7849181122696196,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,31-07-2024,Morning
a012285,22.954674,91.725443,various,rural area,20,,darkness - lights lit,60,2,0,0,low,1.243387773958374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,-1,High,13-08-2016,Night
a012286,22.517016,88.378288,west bengal,kolkata,17,,daylight,100,2,4,0,medium,-0.620777274,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,26-09-2017,Night
a012287,25.061088,80.804033,maharashtra,thane-lucknow corridor,9,,daylight,60,1,2,0,medium,-0.43156318,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,High,25-07-2018,Morning
a012288,17.406636,78.492839,telangana,hyderabad,19,,darkness - lights lit,40,2,7,0,high,-1.812715378,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,11-06-2025,Morning
a012289,23.275458,77.424844,madhya pradesh,bhopal,11,,daylight,60,1,3,1,high,-0.406620963,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,High,02-07-2022,Evening
a012290,22.315807,73.174371,gujarat,vadodara,22,,darkness - lights lit,80,2,4,1,high,-0.50264551,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,07-01-2022,Afternoon
a012291,22.939383,72.656247,gujarat,surat-ahmedabad corridor,21,,darkness - lights lit,100,1,3,1,high,0.3905873106746247,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,30-04-2023,Morning
a012292,18.479087,73.772064,maharashtra,pune,10,,daylight,100,3,2,1,high,0.435755671,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,27-01-2018,Morning
a012293,22.512053,73.656806,gujarat,indore-vadodara corridor,18,,darkness - lights lit,80,6,2,0,high,-0.641830351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,21-04-2023,Afternoon
a012294,13.046563,77.599958,karnataka,bengaluru,20,,darkness - lights lit,100,2,1,0,medium,-0.311481812,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,20-11-2025,Afternoon
a012295,22.563767,88.450424,west bengal,kolkata,8,,daylight,50,2,7,1,high,-0.077107893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,17-10-2019,Morning
a012296,21.187692,72.776167,gujarat,surat,18,,darkness - lights lit,50,2,2,0,high,0.4728065870809141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,19-02-2018,Night
a012297,13.041299,77.625526,karnataka,bengaluru,16,,daylight,80,4,1,0,medium,-0.869499918,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,17-09-2024,Night
a012298,22.776156,75.876095,madhya pradesh,indore,18,,darkness - lights lit,80,3,3,1,high,0.5488678459809806,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,12-07-2017,Evening
a012299,17.679469,83.217583,andhra pradesh,visakhapatnam,21,,darkness - lights lit,30,1,0,0,low,1.3000903418392609,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,14-07-2021,Morning
a012300,18.568112,73.25512,maharashtra,pune-thane corridor,13,,daylight,80,1,1,0,low,-1.080744891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,09-07-2023,Evening
a012301,17.687859,83.251435,andhra pradesh,visakhapatnam,9,,daylight,40,2,1,0,medium,-0.5211047,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,19-11-2019,Afternoon
a012302,25.585739,85.129199,bihar,patna,8,,daylight,30,4,0,0,low,0.2243433653894243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,01-01-2021,Afternoon
a012303,17.379034,78.527464,telangana,hyderabad,7,,daylight,100,1,2,0,medium,1.1806464176295954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,18-10-2022,Night
a012304,26.84098,80.99256,uttar pradesh,lucknow,19,,darkness - lights lit,30,2,4,0,high,1.3808585513009852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,03-08-2018,Afternoon
a012305,18.529595,73.847273,maharashtra,pune,18,,darkness - lights lit,80,3,1,0,medium,0.2512811976974258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,19-03-2022,Night
a012306,19.068436,72.86575,maharashtra,mumbai,2,,darkness - lights lit,30,3,1,0,low,2.4318836774909007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,14-05-2018,Afternoon
a012307,20.300504,82.88247,madhya pradesh,bhopal-visakhapatnam corridor,16,,daylight,50,1,1,0,medium,-0.867995464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,13-01-2020,Evening
a012308,19.27573,72.971829,maharashtra,thane,18,,darkness - lights lit,60,3,0,0,low,0.452319524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,04-03-2020,Afternoon
a012309,19.67931,78.433366,telangana,vadodara-hyderabad corridor,19,,darkness - lights lit,100,2,4,1,high,-2.206296689,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,04-10-2018,Evening
a012310,22.541333,88.371823,west bengal,kolkata,10,,daylight,40,4,1,0,low,-0.435006158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,23-08-2020,Evening
a012311,23.052961,72.638277,gujarat,ahmedabad,21,,darkness - lights lit,30,5,1,0,low,-0.524886445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,28-08-2025,Night
a012312,13.041395,80.266114,tamil nadu,chennai,15,,daylight,40,2,0,0,low,1.3991806907088584,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,01-01-2023,Afternoon
a012313,19.231748,72.96661,maharashtra,thane,8,,daylight,80,1,2,0,medium,0.7074616585250935,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,13-07-2022,Night
a012314,12.96383,77.638284,karnataka,bengaluru,11,,daylight,50,5,1,1,high,-0.631051651,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,08-05-2024,Morning
a012315,21.178932,72.821933,gujarat,surat,19,,darkness - lights lit,50,2,1,0,medium,-0.384988808,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,15-08-2018,Morning
a012316,24.617408,82.684234,madhya pradesh,patna-bhopal corridor,10,,daylight,80,4,1,0,low,-0.158242945,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,High,08-02-2023,Night
a012317,22.569187,88.337539,west bengal,kolkata,18,,darkness - lights lit,60,4,2,0,medium,0.5366849792475334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,15-08-2017,Evening
a012318,22.761749,75.851206,madhya pradesh,indore,6,,daylight,30,1,2,0,low,0.5268357961900462,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,11-01-2019,Morning
a012319,12.960029,77.629066,karnataka,bengaluru,16,,daylight,40,2,0,0,low,-0.17646485,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,22-03-2017,Evening
a012320,19.026463,72.873717,maharashtra,mumbai,3,,darkness - lights lit,40,2,1,1,medium,-0.645390477,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,20-12-2020,Evening
a012321,22.607718,88.391129,west bengal,kolkata,14,,daylight,100,2,2,0,medium,0.3277216235761165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,22-04-2025,Afternoon
a012322,12.994367,76.006395,karnataka,jaipur-bengaluru corridor,14,,daylight,120,2,4,0,high,-0.874966997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,16-06-2023,Evening
a012323,17.400571,78.443875,telangana,hyderabad,18,,darkness - lights lit,100,1,3,0,high,-0.914777027,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,Low,30-06-2025,Morning
a012324,23.006679,78.601604,maharashtra,patna-pune corridor,6,,daylight,30,2,2,0,high,0.020819602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,18-08-2018,Afternoon
a012325,17.3275,78.524489,telangana,hyderabad,9,,daylight,60,1,5,0,high,-1.194657728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,10-02-2021,Afternoon
a012326,21.161428,79.092191,maharashtra,nagpur,15,,daylight,40,4,1,0,low,0.2729253934887213,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,01-12-2019,Night
a012327,17.072669,76.155038,karnataka,bengaluru-mumbai corridor,22,,darkness - lights lit,60,2,1,0,medium,0.9327690964127328,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,26-02-2019,Night
a012328,29.251128,82.427168,various,rural area,19,,darkness - lights lit,100,3,1,0,medium,1.4771255091119209,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,-1,High,05-06-2021,Night
a012329,13.063452,80.29227,tamil nadu,chennai,9,,daylight,100,3,4,1,high,-0.900845451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,14-04-2016,Night
a012330,10.973865,76.956252,tamil nadu,coimbatore,14,,daylight,100,3,2,0,high,1.960523991805366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,21-12-2019,Morning
a012331,22.616233,88.388676,west bengal,kolkata,14,,daylight,80,2,3,0,medium,-0.231815914,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,16-08-2023,Afternoon
a012332,17.367803,78.40468,telangana,hyderabad,16,,daylight,100,4,1,0,medium,0.4032607591971613,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,17-05-2024,Night
a012333,28.759128,77.125211,delhi,delhi,10,,daylight,40,2,2,0,low,2.602513457770294,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,High,07-08-2020,Night
a012334,25.59745,85.122342,bihar,patna,9,,daylight,100,1,3,1,medium,-0.055409122,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,High,25-02-2017,Afternoon
a012335,22.519279,88.271342,west bengal,kolkata,14,,daylight,80,4,2,0,high,0.4089143231627153,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,High,16-05-2025,Evening
a012336,21.172,79.104219,maharashtra,nagpur,4,,darkness - lights lit,30,3,1,0,medium,-2.37050845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,15-09-2017,Morning
a012337,19.170506,72.936321,maharashtra,thane,6,,daylight,60,2,1,0,medium,0.268878362,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,10-10-2023,Morning
a012338,18.495976,73.782903,maharashtra,pune,2,,darkness - lights lit,40,2,1,0,low,0.4953067958391848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,01-04-2022,Evening
a012339,27.386405,73.052378,various,rural area,21,,darkness - lights lit,60,3,1,0,low,0.8081359859918962,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,17-06-2021,Morning
a012340,26.952655,75.788582,rajasthan,jaipur,17,,daylight,100,2,2,0,medium,0.3404278113919472,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,08-02-2018,Afternoon
a012341,20.121266,78.662292,maharashtra,nagpur-pune corridor,15,,daylight,80,2,3,0,low,0.2686407133697394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,Medium,19-12-2017,Night
a012342,22.635945,88.327065,west bengal,kolkata,23,,darkness - lights lit,80,3,1,0,low,2.4020570513326525,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,28-08-2016,Morning
a012343,19.038835,72.842358,maharashtra,mumbai,12,,daylight,100,1,0,0,low,-0.866669564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,14-10-2023,Night
a012344,13.124158,80.278992,tamil nadu,chennai,16,,daylight,100,1,3,1,high,-0.991718897,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,06-06-2020,Afternoon
a012345,17.615951,83.295827,andhra pradesh,visakhapatnam,17,,daylight,40,6,0,0,medium,-0.160522769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,12-07-2016,Afternoon
a012346,30.333621,82.482,punjab,patna-ludhiana corridor,13,,daylight,80,1,3,0,medium,-0.847432104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,23,High,18-08-2016,Afternoon
a012347,22.654755,75.862868,madhya pradesh,indore,23,,darkness - lights lit,50,2,3,0,high,1.263251998252645,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,05-11-2018,Evening
a012348,26.851044,80.945635,uttar pradesh,lucknow,5,,darkness - lights lit,60,1,0,0,low,0.1594088235333572,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,17-03-2016,Morning
a012349,18.521101,73.866312,maharashtra,pune,8,,daylight,30,1,0,0,low,-0.730215235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,17-09-2017,Evening
a012350,26.87636,75.848527,rajasthan,jaipur,1,,darkness - lights lit,80,1,4,0,medium,-0.081133127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,28-11-2016,Morning
a012351,26.908914,75.755041,rajasthan,jaipur,22,,darkness - lights lit,40,3,2,0,low,-1.563649017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,27-05-2023,Morning
a012352,16.982842,81.6773,tamil nadu,visakhapatnam-chennai corridor,14,,daylight,60,2,2,0,low,-0.373007084,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Low,11-06-2021,Afternoon
a012353,22.297612,73.257011,gujarat,vadodara,19,,darkness - lights lit,80,2,3,0,medium,0.2446624162304917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,26-04-2023,Morning
a012354,19.019532,72.871963,maharashtra,mumbai,13,,daylight,60,3,6,1,high,0.2697817211286298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,25-02-2022,Afternoon
a012355,26.890478,80.942379,uttar pradesh,lucknow,5,,darkness - lights lit,60,1,3,1,high,-0.803258968,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,28-03-2025,Evening
a012356,21.123712,79.082867,maharashtra,nagpur,6,,daylight,80,2,2,0,low,-1.297104762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,23-04-2016,Afternoon
a012357,28.408984,79.633547,various,rural area,18,,darkness - lights lit,40,2,2,1,high,-1.211282509,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,09-04-2023,Evening
a012358,13.031859,80.261843,tamil nadu,chennai,23,,darkness - lights lit,60,2,2,0,medium,0.5585586936363021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,11-04-2017,Night
a012359,26.844842,80.938836,uttar pradesh,lucknow,9,,daylight,60,4,1,0,medium,1.8186101254124336,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,16-11-2016,Evening
a012360,15.536075,91.227456,various,rural area,8,,daylight,50,3,1,0,low,-0.042354334,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,Low,30-04-2020,Afternoon
a012361,17.41575,78.512814,telangana,hyderabad,16,,daylight,40,1,1,0,medium,-0.416954715,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,Low,14-07-2019,Evening
a012362,22.289624,73.145265,gujarat,vadodara,8,,daylight,40,3,1,0,low,-1.550997155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,03-02-2021,Morning
a012363,13.128921,80.255198,tamil nadu,chennai,3,,darkness - lights lit,100,3,4,0,medium,0.3757445378408373,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,28-06-2023,Morning
a012364,19.109691,72.927393,maharashtra,mumbai,8,,daylight,80,4,4,0,high,0.017625784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,15-08-2024,Morning
a012365,25.806394,79.767436,bihar,ludhiana-patna corridor,18,,darkness - lights lit,120,3,5,0,medium,0.9579914855482228,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,High,30-09-2019,Night
a012366,18.441495,73.8484,maharashtra,pune,19,,darkness - lights lit,80,1,1,0,low,0.3200989083135768,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,02-09-2024,Evening
a012367,17.389763,78.445823,telangana,hyderabad,18,,darkness - lights lit,80,2,0,0,medium,1.5035544202368785,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,Low,20-01-2024,Afternoon
a012368,23.297753,77.402243,madhya pradesh,bhopal,17,,daylight,120,1,1,0,medium,0.4078396244414211,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,09-08-2021,Night
a012369,23.022232,72.565908,gujarat,ahmedabad,14,,daylight,30,1,1,0,low,0.4095489901746721,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,15-01-2018,Afternoon
a012370,22.58083,88.346917,west bengal,kolkata,22,,darkness - lights lit,50,5,2,0,low,-0.085790762,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,03-10-2022,Night
a012371,28.70061,77.132767,delhi,delhi,20,,darkness - lights lit,50,1,4,1,high,0.4039408644890524,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,08-10-2019,Afternoon
a012372,11.00165,76.944823,tamil nadu,coimbatore,17,,daylight,40,3,0,0,low,0.072785276,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,07-03-2024,Morning
a012373,21.434031,78.520333,gujarat,surat-lucknow corridor,11,,daylight,100,1,5,0,high,0.3434878334646623,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,27-06-2021,Morning
a012374,9.050726,73.253316,various,rural area,21,,darkness - lights lit,80,3,3,0,medium,-0.217710108,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,14,Low,06-12-2019,Night
a012375,26.23405,78.677323,madhya pradesh,lucknow-indore corridor,16,,daylight,60,1,5,0,medium,1.1651525331056445,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,High,14-03-2023,Afternoon
