accident_id,latitude,longitude,state,zone_name,hour,day_of_week,weather,light_condition,traffic_density,road_type,speed_limit,vehicles_involved,injuries_count,fatalities_count,accident_severity,random_noise_column
A008313,18.533356,73.848677,Maharashtra,Pune,21,Mon,Clear,Darkness - lights lit,Low,Urban Road,50.0,3,9.0,1,High,0.07757506828004498
A008314,21.610449,81.283263,Andhra Pradesh,Bhopal-Visakhapatnam Corridor,7,Mon,Clear,Daylight,High,National Highway,120.0,3,7.0,0,High,0.48050413098424477
A008315,30.905494,75.891617,Punjab,Ludhiana,15,Wed,Clear,Daylight,High,Urban Road,50.0,4,6.0,1,High,0.9778157978435434
A008316,18.945618,73.516487,Maharashtra,Pune-Mumbai Corridor,8,Thu,Clear,Daylight,Medium,Rural Road,60.0,3,4.0,0,High,-1.1691548169633372
A008317,13.086492,80.294803,Tamil Nadu,Chennai,23,Fri,Clear,Darkness - lights lit,Medium,State Highway,80.0,1,2.0,0,Medium,-1.8172232372889003
A008318,22.30472,73.151294,Gujarat,Vadodara,7,Tue,,Daylight,Medium,Urban Road,,2,1.0,0,Low,0.2381390478184132
A008319,11.026828,76.992333,Tamil Nadu,Coimbatore,5,Sat,Clear,Darkness - lights lit,Low,State Highway,80.0,3,1.0,0,Medium,0.9332788353669969
A008320,25.647275,85.160578,Bihar,Patna,22,Thu,Rain,Darkness - lights lit,High,State Highway,100.0,3,6.0,0,High,0.6354914202558559
A008321,28.726796,77.061186,Delhi,Delhi,13,Fri,Clear,Daylight,Medium,Rural Road,,2,0.0,0,Low,1.087348964949758
A008322,19.120085,72.934222,Maharashtra,Mumbai,2,Sat,Rain,Darkness - lights lit,Medium,Urban Road,,2,2.0,0,Low,-0.07388725795385333
A008323,19.175325,72.962827,Maharashtra,Thane,3,Thu,Rain,Darkness - lights lit,Medium,Urban Road,30.0,1,0.0,0,Low,-0.6540931966860976
A008324,25.601181,85.090323,Bihar,Patna,1,Sat,Clear,Darkness - lights lit,Low,Urban Road,30.0,2,1.0,0,Low,0.7068537264606123
A008325,19.100443,72.871467,Maharashtra,Mumbai,19,Mon,Fog,Darkness - lights lit,High,State Highway,100.0,2,4.0,0,Medium,0.5254497338301748
A008326,18.505974,73.839736,Maharashtra,Pune,10,Thu,RAIN,Daylight,Medium,State Highway,80.0,2,0.0,0,Low,0.05153863030043933
A008327,13.096988,80.212873,Tamil Nadu,Chennai,19,Mon,Clear,Darkness - lights lit,Medium,Urban Road,30.0,4,1.0,0,Low,-0.637954739074165
A008328,26.910887,75.776637,Rajasthan,Jaipur,19,Wed,Clear,Darkness - lights lit,High,Urban Road,40.0,2,3.0,0,High,0.8756396935687004
A008329,26.76552,74.223235,Various,Rural Area,16,Wed,Clear,Daylight,Medium,Urban Road,30.0,2,1.0,0,Low,-0.25734746453796525
A008330,30.846475,75.859534,Punjab,Ludhiana,18,Fri,Clear,Darkness - lights lit,High,State Highway,60.0,3,0.0,0,Medium,0.9263853708237004
A008331,17.684555,83.245378,Andhra Pradesh,Visakhapatnam,19,Thu,Clear,Darkness - lights lit,Medium,State Highway,80.0,2,1.0,0,Medium,1.7896449299801516
A008332,21.153445,79.05738,Maharashtra,Nagpur,19,Thu,Rain,Darkness - lights lit,High,State Highway,100.0,5,1.0,0,High,-1.7106182765893292
A008333,17.690712,83.209718,Andhra Pradesh,Visakhapatnam,9,Sun,Clear,Daylight,High,Urban Road,40.0,4,1.0,0,High,0.5648886374319148
A008334,17.459238,78.463126,Telangana,Hyderabad,21,Wed,Overcast,Darkness - lights lit,High,Urban Road,30.0,1,1.0,0,Low,-0.053504760629707285
A008335,20.75853,87.794022,Andhra Pradesh,Visakhapatnam-Kolkata Corridor,10,Mon,Clear,Daylight,Medium,State Highway,80.0,2,1.0,0,Low,0.842852355948209
A008336,23.239032,77.428579,Madhya Pradesh,Bhopal,15,Fri,Dust,Daylight,Low,Urban Road,50.0,2,0.0,0,Low,2.14206078208456
A008337,24.691536,83.160072,Bihar,Patna-Indore Corridor,23,Wed,,Darkness - lights lit,High,Rural Road,60.0,2,0.0,0,Low,-0.059295182052953296
A008338,17.363708,78.470719,Telangana,Hyderabad,12,Tue,Clear,Daylight,Medium,National Highway,80.0,4,2.0,0,High,0.8873634316596745
A008339,13.08598,80.258089,Tamil Nadu,Chennai,12,Fri,Rain,Daylight,Low,Rural Road,40.0,4,0.0,0,Low,1.7320859126381607
A008340,22.188874,77.683734,Maharashtra,Nagpur-Ahmedabad Corridor,15,Sat,Hail,Daylight,Low,Urban Road,50.0,1,1.0,0,Low,-1.2297350321843536
A008341,26.853586,80.936827,Uttar Pradesh,Lucknow,15,Thu,Clear,Daylight,Medium,State Highway,60.0,2,,0,Low,-0.08229145321574663
A008342,26.914245,75.777563,Rajasthan,Jaipur,15,Thu,Fog,Daylight,Medium,Urban Road,40.0,2,0.0,0,Low,0.752875587462012
A008343,22.724717,75.908304,Madhya Pradesh,Indore,7,Thu,Fog,Daylight,Medium,Rural Road,,4,2.0,0,High,1.4875952009261926
A008344,11.026416,76.972549,Tamil Nadu,Coimbatore,13,Wed,Rain,Daylight,High,Urban Road,50.0,3,1.0,0,Medium,-0.3777158523804037
A008345,21.121098,79.137173,Maharashtra,Nagpur,10,Wed,Clear,Daylight,High,State Highway,100.0,3,4.0,0,Medium,-0.10581172272254902
A008346,23.072521,72.618805,Gujarat,Ahmedabad,21,Fri,Clear,Darkness - lights lit,Low,Urban Road,40.0,5,2.0,0,High,1.7574286198375797
A008347,21.063115,79.075826,Maharashtra,Nagpur,19,Tue,,Darkness - lights lit,High,National Highway,80.0,4,4.0,0,High,0.32921733478177784
A008348,23.026712,72.592132,Gujarat,Ahmedabad,19,Fri,Rain,Darkness - lights lit,High,Rural Road,40.0,4,2.0,0,Medium,-0.31435255576362997
A008349,19.824846,76.45039,Maharashtra,Nagpur-Mumbai Corridor,10,Sun,Rain,Daylight,High,Urban Road,,1,2.0,0,Medium,1.2641386227484555
A008350,22.593676,88.355004,West Bengal,Kolkata,18,Wed,Clear,Darkness - lights lit,High,Urban Road,40.0,1,,0,High,1.3335642163035195
A008351,23.234055,77.383642,Madhya Pradesh,Bhopal,19,Tue,Rain,Darkness - lights lit,Medium,State Highway,60.0,3,7.0,0,High,0.3319711705634601
A008352,17.338394,78.491758,Telangana,Hyderabad,3,Sat,Clear,Darkness - lights lit,Medium,National Highway,120.0,1,1.0,0,High,-0.16862825982440371
A008353,28.696854,77.116361,Delhi,Delhi,4,Mon,Hail,Darkness - lights lit,Low,Rural Road,80.0,3,2.0,0,High,-1.4586649794932163
A008354,19.795356,73.858046,Gujarat,Ahmedabad-Visakhapatnam Corridor,8,Sat,Clear,Daylight,High,State Highway,60.0,2,0.0,0,Medium,0.33092376493222825
A008355,12.942896,77.577775,Karnataka,Bengaluru,22,Sun,Clear,Darkness - lights lit,Medium,Urban Road,30.0,2,0.0,1,Low,-0.910750097707882
A008356,13.593423,70.563877,Various,Rural Area,17,Sat,Rain,Daylight,Medium,Urban Road,40.0,2,,0,Low,0.2393933969065947
A008357,23.047045,72.615032,Gujarat,Ahmedabad,18,Sun,Clear,Darkness - lights lit,High,,80.0,4,3.0,0,Medium,0.5244053657628057
A008358,22.557029,88.372996,West Bengal,Kolkata,1,Sat,,Darkness - lights lit,Medium,State Highway,80.0,4,2.0,0,Medium,1.1161226291236053
A008359,22.66462,75.901672,Madhya Pradesh,Indore,17,Tue,Clear,Daylight,Low,State Highway,80.0,6,,0,Medium,-0.47185598832863895
A008360,26.942275,75.784319,Rajasthan,Jaipur,17,Fri,Clear,Daylight,High,Urban Road,50.0,1,1.0,0,Low,-2.231978928822341
A008361,11.003512,76.912181,Tamil Nadu,Coimbatore,10,Sat,Clear,Daylight,Medium,Rural Road,40.0,2,5.0,1,High,0.27894713043810593
A008362,26.688132,77.43533,Madhya Pradesh,Ludhiana-Bhopal Corridor,11,Sat,Rain,Daylight,Medium,,100.0,1,1.0,0,Medium,-1.0800252374368007
A008363,21.161452,79.093424,Maharashtra,Nagpur,13,Fri,Clear,Daylight,High,State Highway,80.0,6,5.0,1,High,-1.7782683196152853
A008364,17.384359,78.476385,Telangana,Hyderabad,21,Tue,Clear,Darkness - lights lit,Medium,National Highway,120.0,3,1.0,0,Medium,0.6886301170292883
A008365,31.58332,83.298396,Various,Rural Area,1,Sat,Rain,Darkness - lights lit,Medium,State Highway,80.0,6,5.0,1,High,-0.4148851498959383
A008366,17.325394,78.501476,Telangana,Hyderabad,5,Sat,Clear,Darkness - lights lit,Low,Urban Road,40.0,2,0.0,0,Low,-1.1394440560948107
A008367,22.290369,81.48363,West Bengal,Kolkata-Nagpur Corridor,20,Thu,Clear,Darkness - lights lit,Medium,Urban Road,30.0,3,0.0,0,Low,-0.7263543861335452
A008368,19.159235,72.999298,Maharashtra,Thane,12,Wed,Clear,Daylight,Low,Urban Road,40.0,2,1.0,0,Low,-1.2924786329595024
A008369,23.16782,77.445724,Madhya Pradesh,Bhopal,8,Fri,Rain,Daylight,Medium,State Highway,60.0,2,0.0,0,Low,-0.7279018547491034
A008370,21.090014,72.812329,Gujarat,Surat,18,Mon,Clear,Darkness - lights lit,High,Urban Road,30.0,1,3.0,0,Low,0.8011734379257496
A008371,28.677128,77.980485,Maharashtra,Nagpur-Delhi Corridor,20,Wed,Clear,Darkness - lights lit,Low,,80.0,4,3.0,0,High,0.25579503556828215
A008372,30.971792,75.844632,Punjab,Ludhiana,14,Mon,Clear,Daylight,,Urban Road,40.0,1,1.0,0,Low,0.11298399887351619
A008373,21.210161,72.879663,Gujarat,Surat,19,Thu,Clear,Darkness - lights lit,High,Urban Road,40.0,2,0.0,0,Low,0.41869862745015796
A008374,26.936032,75.744659,Rajasthan,Jaipur,6,Thu,Clear,Daylight,Medium,National Highway,80.0,4,1.0,0,High,-0.6379257809974612
A008375,23.27778,77.359549,Madhya Pradesh,Bhopal,11,Sat,Clear,Daylight,Medium,National Highway,80.0,2,6.0,0,High,0.3208697616219389
A008376,22.282672,96.848927,Various,Rural Area,20,Wed,Fog,Darkness - lights lit,Low,Urban Road,30.0,3,5.0,0,High,0.2793971640599512
A008377,26.844959,80.947018,Uttar Pradesh,Lucknow,22,Thu,Clear,Darkness - lights lit,,State Highway,100.0,2,2.0,0,High,0.035919436636844077
A008378,26.853467,80.906514,Uttar Pradesh,Lucknow,14,Mon,Rain,Daylight,Medium,,40.0,1,1.0,0,Low,-0.10396752450158599
A008379,13.095753,80.243798,Tamil Nadu,Chennai,12,Wed,Clear,Daylight,Medium,National Highway,120.0,3,0.0,0,Medium,0.15168500961671308
A008380,26.90054,80.987035,Uttar Pradesh,Lucknow,20,Sat,Overcast,Darkness - lights lit,Medium,State Highway,100.0,2,0.0,0,Medium,-0.48264149439103365
A008381,20.426766,72.950011,Maharashtra,Surat-Pune Corridor,7,Wed,,Daylight,Medium,urban road,50.0,4,5.0,0,High,-0.18980285563094515
A008382,18.550793,73.802338,Maharashtra,Pune,22,Mon,Rain,Darkness - lights lit,Medium,Urban Road,40.0,1,1.0,0,Medium,0.0036929320736345003
A008383,23.049128,72.580336,Gujarat,Ahmedabad,1,Thu,Fog,Darkness - lights lit,Medium,urban road,50.0,2,0.0,0,Low,-0.9544330894955086
A008384,11.005119,76.994251,Tamil Nadu,Coimbatore,18,Mon,Clear,Darkness - lights lit,High,Urban Road,30.0,1,0.0,0,Low,-0.8981296136703262
A008385,18.507335,73.862058,Maharashtra,Pune,17,Mon,Clear,Daylight,High,Rural Road,80.0,4,3.0,0,High,0.35225454930368094
A008386,18.491814,73.801045,Maharashtra,Pune,19,Thu,Clear,Darkness - lights lit,High,Urban Road,30.0,3,0.0,0,Low,-0.616155498719779
A008387,12.954637,77.618006,Karnataka,Bengaluru,19,Sat,Clear,Darkness - lights lit,High,State Highway,60.0,2,4.0,0,High,0.23249626314431016
A008388,23.054678,72.596652,Gujarat,Ahmedabad,14,Sun,Clear,Daylight,Low,Urban Road,50.0,3,2.0,0,Low,-1.3739025534929616
A008389,19.199213,72.964542,Maharashtra,Thane,5,Fri,Rain,Darkness - lights lit,High,Rural Road,40.0,4,2.0,1,High,0.0029503730548926656
A008390,25.551601,85.098662,Bihar,Patna,17,Mon,Fog,Daylight,High,National Highway,120.0,1,2.0,0,Medium,-0.7573581982443648
A008391,22.694993,75.85343,Madhya Pradesh,Indore,10,Fri,Clear,Daylight,Medium,Rural Road,80.0,1,0.0,0,Low,1.3798616712488414
A008392,12.031571,78.013007,Telangana,Hyderabad-Coimbatore Corridor,21,Wed,Fog,Darkness - lights lit,High,Rural Road,40.0,1,,0,High,-0.27732711381798253
A008393,22.709451,75.846852,Madhya Pradesh,Indore,23,Fri,,Darkness - lights lit,High,Urban Road,40.0,2,1.0,0,Low,0.21823515621955256
A008394,18.511736,73.85814,Maharashtra,Pune,12,Mon,Rain,Daylight,,State Highway,80.0,1,3.0,0,High,-2.5582769169856494
A008395,12.078608,81.594411,Tamil Nadu,Coimbatore-Patna Corridor,3,Wed,Rain,Darkness - lights lit,Medium,Rural Road,80.0,2,0.0,0,Low,-0.11577337392600526
A008396,18.875011,78.903951,Karnataka,Bengaluru-Nagpur Corridor,7,Mon,Rain,Daylight,Low,National Highway,100.0,4,3.0,1,High,2.382633957153345
A008397,26.876731,80.96455,Uttar Pradesh,Lucknow,21,Thu,Clear,Darkness - lights lit,High,Urban Road,,6,4.0,0,High,3.261182984035064
A008398,18.510031,73.88904,Maharashtra,Pune,22,Wed,Clear,Darkness - lights lit,High,Rural Road,80.0,1,1.0,0,Medium,-1.020475259475744
A008399,22.702506,74.258751,Gujarat,Ahmedabad-Indore Corridor,1,Mon,Rain,Darkness - lights lit,,National Highway,120.0,1,2.0,0,Medium,1.0831530861355492
A008400,22.341606,73.163117,Gujarat,Vadodara,22,Sun,Rain,Darkness - lights lit,Medium,Urban Road,30.0,2,0.0,0,Low,-1.5360453261901845
A008401,23.231213,77.414958,Madhya Pradesh,Bhopal,10,Thu,Dust,Daylight,,State Highway,100.0,1,7.0,1,High,0.5720418377557362
A008402,22.806038,75.841433,Madhya Pradesh,Indore,2,Tue,Rain,Darkness - lights lit,Medium,National Highway,100.0,4,3.0,1,High,0.44593617952652015
A008403,26.894653,75.792176,Rajasthan,Jaipur,11,Sun,Clear,Daylight,High,Urban Road,40.0,1,1.0,0,Low,-0.7286120186004367
A008404,22.054962,68.531387,Various,Rural Area,18,Thu,Overcast,Darkness - lights lit,High,,40.0,1,2.0,1,High,0.0646766932977097
A008405,22.703246,75.803016,Madhya Pradesh,Indore,17,Thu,Clear,Daylight,Medium,State Highway,100.0,2,6.0,0,High,1.2145177108387575
A008406,17.663828,83.207492,Andhra Pradesh,Visakhapatnam,16,Tue,,Daylight,,Rural Road,80.0,2,1.0,0,Medium,-1.0674770576779644
A008407,17.670537,83.264835,Andhra Pradesh,Visakhapatnam,0,Fri,Fog,Darkness - lights lit,Low,National Highway,,2,2.0,0,Medium,1.3155435157999245
A008408,11.837499,90.529048,Various,Rural Area,21,Wed,Clear,Darkness - lights lit,Low,State Highway,60.0,3,2.0,0,Low,-1.4603396517575093
A008409,18.513561,73.845301,Maharashtra,Pune,19,Sun,Clear,Darkness - lights lit,Medium,National Highway,100.0,2,2.0,0,Medium,-0.4237956573047486
A008410,22.590598,88.329107,West Bengal,Kolkata,12,Fri,clear,Daylight,,National Highway,120.0,1,,0,High,0.6228534370206421
A008411,23.210136,75.477017,Rajasthan,Vadodara-Jaipur Corridor,8,Sat,Clear,Daylight,high,,80.0,1,0.0,0,Low,-0.13166439821999076
A008412,26.911022,75.788637,Rajasthan,Jaipur,3,Wed,Clear,Darkness - lights lit,High,State Highway,60.0,1,5.0,0,High,-0.30976878788916173
A008413,30.892274,75.858997,Punjab,Ludhiana,4,Fri,Clear,Darkness - lights lit,Medium,State Highway,,4,4.0,0,High,-0.497091379742469
A008414,22.321417,73.11997,Gujarat,Vadodara,9,Sun,Clear,Daylight,Medium,State Highway,60.0,1,0.0,0,Low,0.720715930411472
A008415,28.713598,77.061399,Delhi,Delhi,11,Mon,Clear,Daylight,Medium,Rural Road,40.0,2,0.0,0,Low,-0.8996702702371049
A008416,10.985437,76.972087,Tamil Nadu,Coimbatore,22,Fri,Clear,Darkness - lights lit,Medium,State Highway,100.0,3,1.0,0,Medium,-0.245125112154858
A008417,21.169999,79.081334,Maharashtra,Nagpur,17,Thu,Clear,Daylight,High,Rural Road,40.0,3,,0,Low,2.0577380776986396
A008418,22.267992,73.222088,Gujarat,Vadodara,1,Mon,Rain,Darkness - lights lit,High,State Highway,100.0,1,1.0,0,Medium,-0.3520172643042019
A008419,22.993939,72.641228,Gujarat,Ahmedabad,18,Sun,Clear,Darkness - lights lit,Medium,State Highway,100.0,2,3.0,1,High,-0.1701608674858264
A008420,21.134296,79.059882,Maharashtra,Nagpur,5,Tue,Clear,Darkness - lights lit,,Urban Road,30.0,3,0.0,0,Low,-1.613896311934607
A008421,12.968209,77.618413,Karnataka,Bengaluru,19,Fri,Clear,Darkness - lights lit,Medium,Urban Road,50.0,4,1.0,0,Low,0.14998394802822254
A008422,25.580008,85.157663,Bihar,Patna,17,Sat,Clear,Daylight,Low,State Highway,100.0,4,2.0,0,Medium,-1.1250365402699651
A008423,26.907598,80.989275,Uttar Pradesh,Lucknow,3,Wed,Rain,Darkness - lights lit,high,Rural Road,40.0,2,0.0,0,High,0.724252060600684
A008424,26.82247,80.962057,Uttar Pradesh,Lucknow,17,Thu,Clear,Daylight,High,Urban Road,40.0,2,2.0,0,Low,-0.05529502469125419
A008425,19.203063,72.963375,Maharashtra,Thane,20,Sun,Clear,Darkness - lights lit,High,,80.0,2,2.0,0,Medium,-0.02913854071445761
A008426,26.865073,81.036122,Uttar Pradesh,Lucknow,2,Fri,Clear,Darkness - lights lit,Medium,National Highway,120.0,2,5.0,0,Medium,1.0353394042498463
A008427,30.950045,75.894865,Punjab,Ludhiana,17,Sat,Rain,Daylight,High,Urban Road,40.0,2,2.0,0,Low,-0.6615649972139398
A008428,22.314869,73.210871,Gujarat,Vadodara,18,Wed,Rain,Darkness - lights lit,Medium,National Highway,100.0,6,5.0,0,High,-1.0945039429508618
A008429,14.168212,78.152335,Tamil Nadu,Hyderabad-Coimbatore Corridor,14,Sun,Clear,Daylight,High,Urban Road,40.0,2,0.0,0,Low,0.20248492693712267
A008430,21.507095,73.41669,Gujarat,Nagpur-Vadodara Corridor,0,Sun,Clear,Darkness - lights lit,Medium,National Highway,120.0,2,5.0,0,High,0.45629441034640744
A008431,22.547175,88.380691,West Bengal,Kolkata,19,Fri,Clear,Darkness - lights lit,High,National Highway,120.0,1,6.0,0,High,1.5822651523277684
A008432,13.065609,80.268292,Tamil Nadu,Chennai,6,Sun,Clear,Daylight,Medium,Urban Road,50.0,2,1.0,0,Low,-0.4010154980447408
A008433,23.840253,78.118428,Delhi,Delhi-Hyderabad Corridor,19,Mon,Rain,Darkness - lights lit,Low,State Highway,80.0,2,3.0,0,Medium,0.031602383819228905
A008434,22.338073,73.201797,Gujarat,Vadodara,10,Thu,Dust,Daylight,Low,Urban Road,50.0,3,1.0,0,Low,-0.19735133011510275
A008435,11.750848,77.520924,Tamil Nadu,Coimbatore-Bengaluru Corridor,12,Wed,Clear,Daylight,Medium,National Highway,120.0,3,5.0,1,High,0.07399016276949108
A008436,10.979372,77.02475,Tamil Nadu,Coimbatore,21,Tue,Clear,Darkness - lights lit,High,State Highway,,3,1.0,1,High,-1.0059409521524505
A008437,30.914704,75.88048,Punjab,Ludhiana,13,Sun,Rain,Daylight,High,State Highway,,2,4.0,0,Medium,1.3684186877064366
A008438,12.994091,77.602608,Karnataka,Bengaluru,7,Thu,Clear,Daylight,Medium,Urban Road,30.0,4,1.0,0,Low,-0.2991926744633714
A008439,21.182968,79.077642,Maharashtra,Nagpur,3,Sun,Rain,Darkness - lights lit,Medium,National Highway,120.0,5,2.0,0,Medium,0.37883234315404235
A008440,25.331051,79.856072,Various,Rural Area,10,Fri,Clear,Daylight,Low,Urban Road,40.0,2,4.0,0,High,-1.6476370151163546
A008441,26.886477,75.802132,Rajasthan,Jaipur,7,Wed,Rain,Daylight,Medium,State Highway,60.0,1,0.0,0,Low,-0.9309880649066146
A008442,26.918416,75.780568,Rajasthan,Jaipur,0,Sun,Clear,Darkness - lights lit,Medium,State Highway,60.0,4,1.0,0,Low,-0.9390422292365798
A008443,25.56241,85.130077,Bihar,Patna,20,Thu,Clear,Darkness - lights lit,,National Highway,80.0,2,3.0,0,Medium,1.7487246345846963
A008444,18.229244,77.939993,Maharashtra,Thane-Visakhapatnam Corridor,9,Mon,Clear,Daylight,Medium,State Highway,60.0,3,2.0,1,Low,0.7815203008992191
A008445,18.518302,73.887726,Maharashtra,Pune,18,Sat,Overcast,Darkness - lights lit,Medium,Rural Road,40.0,2,8.0,0,High,-1.7775494083834165
A008446,18.546017,73.875921,Maharashtra,Pune,6,Fri,Hail,Daylight,High,Urban Road,50.0,2,4.0,0,High,-1.0285028846328947
A008447,21.149754,79.067646,Maharashtra,Nagpur,10,Sun,Rain,Daylight,,National Highway,100.0,1,1.0,0,Medium,0.19001321797232426
A008448,11.010224,76.987267,Tamil Nadu,Coimbatore,19,Mon,Clear,Darkness - lights lit,High,Urban Road,30.0,2,0.0,0,Low,-0.9539139008663392
A008449,22.603287,73.169872,Gujarat,Vadodara-Ahmedabad Corridor,6,Sun,Overcast,Daylight,Medium,State Highway,100.0,1,4.0,0,Medium,0.41511442580792507
A008450,12.996701,77.595529,Karnataka,Bengaluru,0,Wed,Clear,Darkness - lights lit,Low,National Highway,100.0,4,3.0,0,Medium,-0.4356716439538759
A008451,20.299327,73.004769,Gujarat,Vadodara-Mumbai Corridor,20,Sat,Fog,Darkness - lights lit,Low,Urban Road,50.0,3,0.0,0,Low,0.3557924471825208
A008452,22.34362,73.143046,Gujarat,Vadodara,11,Sat,RAIN,Daylight,high,Rural Road,40.0,4,0.0,0,Low,-0.7551989553118462
A008453,13.075066,80.276687,Tamil Nadu,Chennai,16,Thu,Clear,Daylight,Medium,National Highway,100.0,3,1.0,0,High,0.6219442197418683
A008454,22.318599,73.187723,Gujarat,Vadodara,15,Mon,RAIN,Daylight,,Urban Road,40.0,1,0.0,0,Low,-0.9538084564975303
A008455,22.542105,83.648238,West Bengal,Nagpur-Kolkata Corridor,21,Thu,Clear,Darkness - lights lit,high,State Highway,100.0,1,0.0,0,Medium,-0.26688637417685895
A008456,18.54394,73.894351,Maharashtra,Pune,17,Tue,Hail,Daylight,High,National Highway,100.0,3,0.0,0,Medium,-1.501536868416148
A008457,12.979457,77.617189,Karnataka,Bengaluru,19,Sat,Overcast,Darkness - lights lit,High,Rural Road,80.0,2,1.0,0,High,0.47126650431207484
A008458,21.102483,79.072665,Maharashtra,Nagpur,22,Sat,Dust,Darkness - lights lit,Low,State Highway,100.0,2,4.0,0,Medium,0.14634286651930264
A008459,10.995921,76.917064,Tamil Nadu,Coimbatore,6,Sun,RAIN,Daylight,,National Highway,,3,4.0,0,Medium,0.3496316378759196
A008460,21.133285,72.840691,Gujarat,Surat,6,Sat,Rain,Daylight,Medium,Urban Road,,2,2.0,0,Medium,-0.9915000897760501
A008461,21.12641,79.063066,Maharashtra,Nagpur,16,Tue,Fog,Daylight,High,State Highway,60.0,1,0.0,0,Medium,0.18135660912872498
A008462,17.680795,83.257332,Andhra Pradesh,Visakhapatnam,7,Mon,Clear,Daylight,Medium,Urban Road,50.0,3,4.0,0,High,1.177734202315978
A008463,19.704499,78.448085,Tamil Nadu,Chennai-Ludhiana Corridor,13,Sun,Rain,Daylight,High,State Highway,100.0,2,1.0,0,Medium,1.63543526510301
A008464,8.737456,75.44331,Various,Rural Area,23,Mon,Clear,Darkness - lights lit,high,National Highway,80.0,2,0.0,0,Low,0.27546648960463205
A008465,15.025561,75.542763,Gujarat,Ahmedabad-Coimbatore Corridor,23,Sun,Rain,Darkness - lights lit,,Urban Road,50.0,3,5.0,0,High,-0.9587310364261474
A008466,22.708852,75.863095,Madhya Pradesh,Indore,18,Wed,Clear,Darkness - lights lit,Medium,State Highway,60.0,4,2.0,1,High,1.855214093263489
A008467,21.146856,79.134205,Maharashtra,Nagpur,18,Wed,Rain,Darkness - lights lit,High,National Highway,80.0,2,0.0,0,High,-1.2243255199678038
A008468,23.0954,72.569439,Gujarat,Ahmedabad,6,Sat,Clear,Daylight,high,Urban Road,40.0,6,,0,Low,0.3758769077079983
A008469,28.656824,77.134148,Delhi,Delhi,13,Fri,,Daylight,Medium,State Highway,,3,1.0,0,Medium,2.8651522163847254
A008470,19.20201,72.954899,Maharashtra,Thane,12,Wed,Clear,Daylight,High,National Highway,120.0,1,0.0,0,Medium,0.5932651023990143
A008471,15.020297,74.457861,Tamil Nadu,Chennai-Thane Corridor,18,Mon,Clear,Darkness - lights lit,Low,Rural Road,60.0,2,2.0,0,Medium,1.147976863624067
A008472,21.107854,79.076402,Maharashtra,Nagpur,15,Mon,Clear,Daylight,Medium,urban road,60.0,1,,0,Low,-1.744199325229785
A008473,24.921294,74.198696,Maharashtra,Lucknow-Pune Corridor,12,Tue,Clear,Daylight,High,Urban Road,40.0,5,0.0,0,Low,-0.3138964688525481
A008474,12.951197,77.582584,Karnataka,Bengaluru,22,Wed,Rain,Darkness - lights lit,Medium,National Highway,120.0,3,1.0,0,Medium,0.5164360902881299
A008475,19.225762,73.022881,Maharashtra,Thane,9,Thu,Clear,Daylight,High,State Highway,60.0,1,1.0,0,Low,0.31743020492161755
A008476,17.713738,83.220218,Andhra Pradesh,Visakhapatnam,11,Sun,Clear,Daylight,Medium,Urban Road,40.0,3,1.0,0,Low,0.8026539938229549
A008477,22.584255,88.312773,West Bengal,Kolkata,21,Thu,RAIN,Darkness - lights lit,Medium,National Highway,80.0,1,3.0,0,High,-0.5230955200873376
A008478,18.576084,73.869142,Maharashtra,Pune,4,Sat,Clear,Darkness - lights lit,Medium,Rural Road,60.0,6,8.0,0,High,-1.5032024146667107
A008479,19.198837,73.015026,Maharashtra,Thane,20,Sat,Fog,Darkness - lights lit,Low,State Highway,100.0,2,3.0,0,High,0.1930320545659766
A008480,17.436505,82.225261,Various,Rural Area,8,Thu,Clear,Daylight,Low,State Highway,100.0,6,1.0,0,Medium,0.09044041585520311
A008481,22.996559,72.511924,Gujarat,Ahmedabad,14,Tue,Fog,Daylight,Medium,National Highway,100.0,4,1.0,0,Medium,-0.9232103764026918
A008482,22.985287,72.523703,Gujarat,Ahmedabad,7,Sun,Clear,Daylight,Medium,National Highway,120.0,1,4.0,0,Medium,-0.8760547509206243
A008483,28.71684,77.07681,Delhi,Delhi,6,Sat,Clear,Daylight,Medium,National Highway,80.0,2,1.0,1,High,0.44210130400810055
A008484,21.200413,79.070317,Maharashtra,Nagpur,19,Fri,Rain,Darkness - lights lit,high,Rural Road,60.0,3,2.0,0,Medium,0.3081184775078622
A008485,25.603356,85.089983,Bihar,Patna,2,Mon,Dust,Darkness - lights lit,Medium,,80.0,5,3.0,0,High,-0.5258796149398833
A008486,26.811913,80.9431,Uttar Pradesh,Lucknow,21,Thu,Clear,Darkness - lights lit,Medium,Urban Road,50.0,2,2.0,0,Medium,-1.3154369978547056
A008487,23.092973,72.521,Gujarat,Ahmedabad,23,Mon,Rain,Darkness - lights lit,High,State Highway,100.0,4,2.0,0,High,-0.09064371927318887
A008488,21.225756,79.125188,Maharashtra,Nagpur,9,Sun,Clear,Daylight,High,Urban Road,40.0,1,0.0,0,Low,0.3550797333764194
A008489,17.711591,83.214339,Andhra Pradesh,Visakhapatnam,11,Tue,Clear,Daylight,Low,Rural Road,80.0,2,0.0,0,Low,-0.37063935126752984
